created_date,funny,wow,sad,likes,disagree,toxicity,severe_toxicity,obscene,sexual_explicit,identity_attack,insult,threat,male,female,transgender,other_gender,heterosexual,homosexual_gay_or_lesbian,bisexual,other_sexual_orientation,christian,jewish,muslim,hindu,buddhist,atheist,other_religion,black,white,asian,latino,other_race_or_ethnicity,physical_disability,intellectual_or_learning_disabil,psychiatric_or_mental_illness,other_disability,identity_annotator_count,toxicity_annotator_count,clean
2016-12-09 19:35:11.258900+00,1,0,0,0,0,0.678571429,0,0.017857143,0,0.035714286,0.696428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,they look so silly
2016-12-11 02:36:54.401814+00,0,0,0,0,0,0.723404255,0.021276596,0.042553191,0,0,0.723404255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,no you cant you are just another bag of hot air sore loser get over it
2016-12-11 03:27:46.698552+00,1,0,1,0,0,0.675,0.0875,0.65,0,0,0.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,and so he bloody should
2016-12-11 20:10:36.641751+00,0,0,0,1,0,0.647058824,0,0.014705882,0,0.014705882,0.632352941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,but you trust a proven liar like trump
2016-12-11 20:47:23.860822+00,0,0,0,0,0,0.8,0,0.5,0.7,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,or climb a ladder to kiss a snails arse
2016-12-12 20:22:55.655479+00,0,0,0,7,0,0.62295082,0.016393443,0,0,0,0.606557377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,bold faced liar
2016-12-13 00:46:16.569247+00,0,0,0,3,0,1,0.166666667,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,why not eliminate the middle man game and go straight to shoot out
2016-12-13 05:39:14.414349+00,0,0,0,2,1,0.614285714,0.014285714,0,0,0.142857143,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,yep you are a racist
2016-12-13 06:20:01.467691+00,0,0,0,1,0,0.5625,0.0375,0.1875,0,0,0.5375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,another scum bag
2016-12-13 11:48:29.382425+00,0,0,0,0,0,0.7,0,0.1,0,0,0.4,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,to hell with politically correctness
2016-12-13 15:41:53.052923+00,0,0,0,2,0,0.961181924,0.047508691,0.041714948,0.001158749,0.035921205,0.956546929,0.002317497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726,what a piece of human garbage
2016-12-13 23:03:32.449554+00,0,1,0,0,0,0.6,0.071428571,0.057142857,0,0.042857143,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,why would u choose to live next to a heroin addict gross
2016-12-13 23:20:24.812656+00,0,0,0,0,0,0.765625,0.015625,0.03125,0.015625,0.25,0.703125,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,64,that fat chick
2016-12-14 02:48:10.778737+00,0,0,0,2,0,0.85106383,0.063829787,0,0,0.021276596,0.85106383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,and a belligerent treasonous buffoon
2016-12-14 03:56:08.298825+00,0,0,0,0,0,0.8,0.2,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,a bullet to the head dude
2016-12-14 11:43:03.705955+00,1,0,0,3,0,0.661764706,0.014705882,0.014705882,0,0.014705882,0.647058824,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,thats not how you spell dumb
2016-12-14 14:50:03.490099+00,0,0,0,2,0,1,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,if anything they want full statehood yep its a dumb analogy
2016-12-14 16:30:03.680314+00,0,0,0,2,0,0.833333333,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,typical lying liberal
2016-12-15 21:14:36.909076+00,0,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,your comment is ridiculous
2016-12-16 17:22:44.024847+00,0,0,0,1,0,0.777777778,0.061728395,0.419753086,0.296296296,0,0.679012346,0.049382716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,he admitted to breaking the law charge his criminal ass
2016-12-16 21:33:24.021919+00,0,0,1,0,4,0.644736842,0.013157895,0.039473684,0.013157895,0,0.618421053,0.131578947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,slightly better than dead and totally useless
2016-12-17 22:21:08.616870+00,0,0,0,0,0,0.76056338,0.028169014,0.183098592,0,0,0.661971831,0.056338028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,71,cant you lay off this lock her up crap
2016-12-19 12:25:54.149561+00,0,0,0,0,0,0.575,0.025,0.0125,0.025,0.575,0.3375,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,80,and is a black man still only of a person
2016-12-19 15:52:40.664068+00,0,0,0,0,1,0.721311475,0.032786885,0.032786885,0,0.180327869,0.672131148,0.016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,trump is a racist and so are you
2016-12-19 16:09:36.230214+00,0,0,1,3,1,0.712121212,0.015151515,0.015151515,0,0.121212121,0.712121212,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,this woman is as fake as her perpetual tan
2016-12-19 18:42:26.335903+00,0,1,0,0,1,0.881578947,0.105263158,0.644736842,0.618421053,0,0.684210526,0.013157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,suck it up buttercup
2016-12-19 19:20:35.458503+00,2,0,0,0,0,0.85,0.1,0.675,0.575,0.0125,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,suck it up buttercup
2016-12-19 23:44:04.467532+00,0,0,0,1,1,0.605633803,0,0,0,0.042253521,0.563380282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,boy you are brain washed
2016-12-20 00:32:49.604134+00,1,0,0,1,6,0.61971831,0,0.112676056,0,0,0.549295775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,thats an asinine comment
2016-12-20 05:32:52.024348+00,0,0,0,0,0,0.763636364,0,0.018181818,0,0,0.654545455,0.054545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,i think you should shut up
2016-12-20 06:35:09.394962+00,0,0,0,0,2,0.847222222,0.041666667,0.638888889,0.027777778,0,0.763888889,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,72,then do not bitch that you should not vote here
2016-12-20 14:02:39.502742+00,0,0,0,1,0,0.6,0,0,0,0.1,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,oh the liberal hypocrisy
2016-12-20 18:27:00.163596+00,0,0,0,2,0,0.884615385,0.019230769,0.173076923,0,0,0.884615385,0.019230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,you sir are an idiot
2016-12-21 02:07:15.321110+00,0,0,0,2,3,0.6,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,another giveaway pay your loan back and just shut up
2016-12-21 22:52:48.039159+00,0,0,0,0,0,1,0,0,0,0.8,1,0,0.166666667,0,0,0,0,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,you must be gay a democrat or both
2016-12-22 03:44:23.158569+00,0,0,0,0,0,0.727272727,0.015151515,0.045454545,0,0,0.651515152,0.015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,i just watched it on the movie network egregious puerile trash
2016-12-22 19:54:31.719790+00,0,0,0,1,2,0.65625,0.03125,0.09375,0,0,0.609375,0.046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,the author of this little piece of trashy fiction should be fired
2016-12-22 20:37:48.381997+00,0,0,0,0,0,0.65,0.0125,0.075,0.0125,0,0.475,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,just shut up
2016-12-22 23:50:21.998170+00,0,0,0,0,0,0.691176471,0.029411765,0.073529412,0,0,0.661764706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,what a ridiculous comment you still stuck on that old canard
2016-12-23 23:08:17.750269+00,0,0,0,0,0,0.8,0.1,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,are you insane
2016-12-24 15:10:31.778900+00,0,0,0,0,0,0.8,0,0,0,0.9,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,10,because he is black
2016-12-26 03:45:43.712055+00,0,0,0,18,1,0.8,0.2,0.7,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,damn brilliant writer regardless
2016-12-26 05:28:05.015327+00,2,0,0,0,0,0.732394366,0.056338028,0.014084507,0,0,0.098591549,0.746478873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,its the zombie mine make it die
2016-12-26 19:42:57.414629+00,0,0,0,0,0,0.7,0.3,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,burn them down
2016-12-28 03:27:10.071643+00,2,0,0,0,0,0.8,0,0.6,0.7,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,some serious arse kissing going on
2016-12-28 04:19:23.610649+00,0,0,0,0,0,0.871428571,0.071428571,0.542857143,0.257142857,0,0.814285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,dont be a dick
2016-12-28 21:12:03.495115+00,0,0,0,0,0,0.822580645,0.048387097,0.193548387,0,0,0.85483871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,grin and you are nothing what a moron you are
2016-12-29 17:48:07.209581+00,0,0,0,0,0,0.638888889,0.027777778,0.180555556,0.027777778,0,0.611111111,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,dont quit your day job for rap martel you suck at it
2016-12-29 19:43:19.316402+00,0,0,0,0,0,0.84,0.04,0.12,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,cant fix stupid
2016-12-29 21:32:02.886394+00,0,0,0,1,0,0.714285714,0.017857143,0.035714286,0,0,0.732142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,what a loser
2016-12-31 14:34:45.137592+00,0,0,0,0,0,0.6,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,on the contrary most of them are quite deplorable
2016-12-31 17:54:26.580144+00,0,0,0,1,0,0.6,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,it is certainly fair to attack harper
2016-12-31 23:17:33.802655+00,0,0,0,1,0,0.6,0.1,0,0,0.2,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,its amazing the mental gymnastics you go through to justify your racist bigotry
2017-01-01 00:32:32.171646+00,1,1,2,6,0,0.6375,0.025,0.2,0.0625,0,0.525,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,80,oh man do we ever suck
2017-01-01 14:24:10.540432+00,4,0,0,0,0,0.65625,0.015625,0.015625,0,0,0.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,shut up liver
2017-01-02 20:01:08.151986+00,0,0,0,0,0,0.730769231,0,0.019230769,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,theyre disgusting people
2017-01-03 16:21:48.099539+00,0,0,0,1,1,0.6,0,0,0,0,0.6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,therefore get rid of this useless expensive retirement home
2017-01-03 19:47:53.812077+00,1,0,0,0,1,0.796296296,0.037037037,0.037037037,0.018518519,0.074074074,0.796296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,its time for the rest of the world to come first so much for the big fat orange buffoon
2017-01-04 13:56:11.555240+00,0,0,0,0,0,0.672131148,0.016393443,0.098360656,0,0,0.590163934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,what a dumb question
2017-01-04 15:40:27.902911+00,0,0,0,0,0,0.671875,0.015625,0.015625,0,0.015625,0.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,prove her wrong loser
2017-01-04 18:27:05.909038+00,0,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,he is a complete waste of our money
2017-01-04 19:35:45.116034+00,0,0,0,0,0,0.907692308,0.015384615,0.276923077,0.138461538,0.015384615,0.846153846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,65,i just want to say that you sir are an ass
2017-01-04 20:30:48.604312+00,0,0,0,7,1,0.6375,0.025,0.05,0,0.125,0.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,4,80,or perhaps you hate men stop talking nonsense
2017-01-05 21:07:07.765503+00,0,0,0,0,0,0.94,0,0.18,0,0,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,thats just plain stupid
2017-01-06 20:20:21.200144+00,0,0,0,2,0,0.7,0.1,0.8,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,well said and damn right
2017-01-06 20:39:20.932031+00,0,0,0,1,1,0.666666667,0.027777778,0.041666667,0,0.013888889,0.652777778,0.013888889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,now you are just being silly
2017-01-06 22:53:08.209069+00,0,0,1,0,2,0.696969697,0.015151515,0,0,0.03030303,0.712121212,0,0,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,66,she was a witch
2017-01-07 00:41:57.330850+00,0,0,0,3,0,0.565789474,0.013157895,0.026315789,0,0.039473684,0.565789474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,76,seriously are you mentally ill show some respect and stop with making this about politics have you no shame
2017-01-07 16:12:43.751083+00,0,0,0,0,0,0.772727273,0.03030303,0.060606061,0,0,0.742424242,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,66,lock the pig up
2017-01-07 22:23:46.784671+00,1,0,0,0,0,0.5375,0.05,0.1,0.625,0,0.1125,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,you dont have a strong erection bummer for you try not drinking alcohol and exercise
2017-01-08 16:44:20.578621+00,0,0,0,0,1,0.884615385,0.019230769,0.057692308,0,0.076923077,0.865384615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,it is better to be handsome rich and smart than ugly poor and stupid
2017-01-08 17:35:16.958669+00,0,0,0,19,3,0.608108108,0.040540541,0.081081081,0,0,0.486486486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,more trash talk
2017-01-08 18:01:31.402865+00,1,0,0,1,0,0.6,0.0875,0.425,0.3625,0,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,suck it up buttercup
2017-01-09 10:55:23.723819+00,0,0,0,3,1,0.614285714,0.042857143,0.057142857,0,0,0.642857143,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,put an orange wig on that pig and trumper up
2017-01-09 12:47:59.562698+00,1,0,0,3,3,0.5875,0.0375,0.3875,0.0125,0.2375,0.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,might as well move to another country canada is screwed up
2017-01-09 22:49:11.016945+00,0,0,0,4,0,0.676470588,0.058823529,0.014705882,0,0.044117647,0.661764706,0.014705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,what a shallow thin skinned buffoon god help us all
2017-01-10 02:38:58.894820+00,0,0,0,0,0,0.557142857,0.085714286,0.414285714,0.471428571,0.014285714,0.357142857,0.014285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,what about your pussy grabber in chief who is about to try and take office
2017-01-10 11:16:13.326736+00,0,1,0,5,1,0.58974359,0,0.064102564,0,0,0.58974359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,truly pathetic comment in my experience you are exactly the globe had in mind when they talk about civility
2017-01-10 12:18:35.445730+00,1,0,0,11,17,0.6,0.1,0,0,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,china is a major source of poison fraudulent and elicit goods in the world
2017-01-10 17:36:29.426068+00,1,0,0,2,0,0.686567164,0,0.119402985,0,0,0.641791045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,what about his license and insurance current registration stupidity
2017-01-10 19:36:01.978051+00,0,0,0,2,0,0.666666667,0,0.045454545,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,the new definition of dumb
2017-01-10 20:54:09.628108+00,0,0,0,0,0,1,0,0,0,0,0.166666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,fixing it is killing it
2017-01-10 21:57:29.478002+00,1,0,0,0,0,0.8,0,0,0,0.1,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,harper was evil and had to be removed
2017-01-11 00:23:06.397768+00,0,0,0,3,0,0.625,0.015625,0.046875,0.015625,0.015625,0.59375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,you are sick
2017-01-11 20:53:15.388471+00,0,0,0,0,0,0.8,0,0.8,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,whoa you actually do know what your talking about here damn refreshing to see
2017-01-11 21:55:04.585276+00,2,0,0,2,0,0.8,0,0,0,0.1,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,thats a pretty terrible allegation fortunately it is nothing more than a lie coming from a simpleton
2017-01-12 02:07:48.222108+00,0,0,0,2,0,0.78125,0.046875,0.15625,0,0,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,charismatic flake needs to keep his stupid yap shut
2017-01-13 14:40:12.316016+00,2,1,1,2,1,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,trump is a fake president
2017-01-13 16:58:27.020077+00,0,0,0,0,0,0.742857143,0.1,0,0,0.714285714,0.2,0.357142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,70,no they just murder black people going to church
2017-01-13 19:36:54.245003+00,0,1,0,2,0,0.6875,0.0625,0.03125,0,0.015625,0.703125,0.09375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,lock the pig up
2017-01-13 23:47:36.461483+00,0,0,3,0,1,0.571428571,0,0.057142857,0,0,0.571428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,right here every day loser of hate
2017-01-14 06:06:06.649490+00,1,0,1,1,0,0.828947368,0.026315789,0.802631579,0,0,0.407894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,none for you ever as you cry all damn day
2017-01-14 14:06:16.569911+00,1,0,2,2,6,0.754098361,0.016393443,0.081967213,0,0.016393443,0.737704918,0.016393443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,61,this kind of trash is why i hate the globe
2017-01-14 17:38:46.812239+00,0,0,0,2,0,1,0,0,0,0,0,1,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,if i were a trump apologist id want to shoot the messenger too
2017-01-14 18:12:57.001452+00,6,0,0,5,2,0.6,0.1,0.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,damn i hope they are
2017-01-14 20:10:10.302618+00,0,0,0,12,3,0.6,0.2,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,10,10,trump is on permanent mental vacation
2017-01-14 22:40:30.890851+00,0,0,0,0,0,0.583333333,0.016666667,0.066666667,0,0,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,you are rotten
2017-01-16 04:07:38.174338+00,0,0,0,0,0,0.956406167,0.1158958,0.735247209,0.905901116,0.002658161,0.357256778,0.002126528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1881,suck my dread that
2017-01-16 16:46:44.089933+00,0,0,0,2,4,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,mao was a madman
2017-01-16 17:31:21.454360+00,0,0,0,1,1,0.754385965,0,0.01754386,0,0.035087719,0.771929825,0.01754386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,so you find an excuse and back off loser
2017-01-16 17:38:50.401409+00,0,1,0,4,0,0.7,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,trump is deplorable
2017-01-16 22:26:28.494014+00,1,0,0,2,0,0.8,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,for better or worse at least harper did stuff our current prime minster is useless
2017-01-16 23:51:54.472428+00,2,0,0,1,0,0.6,0,0.1,0,0.1,0.6,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,this is an exercise in nothing the ethics lady in a word is useless
2017-01-17 16:43:11.221133+00,0,0,1,0,0,0.746031746,0.031746032,0.158730159,0,0.047619048,0.761904762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,i meant the waitress moron
2017-01-17 16:54:23.895804+00,0,0,0,0,2,0.8,0.1,0.2,0.7,0,0.7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,perhaps its time to pull your head our of your behind
2017-01-17 21:07:46.148212+00,0,0,0,1,0,0.633333333,0.033333333,0.033333333,0.016666667,0.1,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,60,spoken like a true brain dead liberal
2017-01-17 23:55:22.977703+00,0,0,0,0,0,0.8,0.2,1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,damn thats so impressive get it
2017-01-18 03:19:29.933133+00,0,0,0,1,0,0.757142857,0.085714286,0.585714286,0.528571429,0,0.457142857,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,70,it wouldnt hurt if you were a little more anal retentive considering how you poop all over this forum
2017-01-18 04:18:08.824668+00,2,0,0,0,0,0.8,0.071428571,0.257142857,0.785714286,0.014285714,0.128571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,i think the term is anal expulsive
2017-01-18 05:36:53.573349+00,0,0,0,0,0,0.86,0.02,0.08,0.02,0.02,0.92,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,you sir are a fool
2017-01-18 18:56:31.732832+00,0,0,0,0,0,0.924528302,0,0.245283019,0,0,0.924528302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,no you are indeed an idiot
2017-01-18 19:17:36.786202+00,0,0,0,0,0,0.75,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,he is just another trump like buffoon
2017-01-18 19:35:40.347341+00,0,1,0,4,0,0.6,0,0.1,0.1,0,0.1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,why do i have to pay for killing people in the middle east
2017-01-18 20:08:07.315565+00,0,0,0,1,0,0.6,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,spare us from this monster
