word
damn
10. C u T
hit
1. hIt
2. hiT
3. HIt
4. hiTT
5. Hitt
6. hiiit
7. hit!
8. hiit
9. H-i-t
10. h1t
foolish
1. fооliѕh
2. Foolish
3. fools
4. fооliѕѕh
5. fool
6. fоlliѕh
7. FOOLISH
8. fооliѕѕѕh
9. fooliѕh
10. FOOOLISH
rubbish
1. rυbbіѕh
2. RubBIsh
3. rbbsh
4. ruuuubbissh
5. rUbish
6. rbbishh
7. rubiiiish
8. RUbbishh
9. rūbbish
10. rυbbishh
dummy
1. dimmy
2. dUMmy
3. dmy
4. dummmmy
5. dummee
6. dUmy
7. dumm
8. duumy
9. dummmyy
10. dUmmY
animal
1. anímål
2. AñImAL
3. animl
4. aniimal
5. aNimAl
6. aanimal
7. animmal
8. anìmal
9. aNiMaL
10. an!mal
ill
1. iII
2. IlI
3. iiI
4. lli
5. iil
6. i_l
7. i|l
8. i1l
9. il_
10. i.l
silliness
1. siIIness
2. SILLINEss
3. siiness
4. sillllness
5. sSsSsSsSsSsSs il l i n es s
6. Stlilness
7. Si1Iiness
8. slliness
9. SillNieSS
10. Sillinesz
sucking
1. sücking
2. Sucking
3. Sücking
4. suçking
5. suCKing
6. succccking
7. suckiing
8. suckinng
9. suking
10. sukkking
mind
1. m1nd
2. m!nd
3. MInd
4. minnd
5. mMnd
6. miinndd
7. MiNd
8. mIiNnd
9. Mndd
10. mIind
suicide
1. sᴜɪᴄɪᴅᴇ
2. sUICIde
3. suïcide
4. sᵤᵢcₐdₑ 
5. s𝕦𝕚𝕔𝕚𝕕𝕖 
6. suuuuicide
7. 짝큐랃
8. sυιcίδε
9. ｓｕｉｃｉｄｅ
10. s𐌵𐌗𐌉𐌄𐌀𐌃.
miserable
1. Misєrablє
2. mISEraBLе
3. misable
4. mmisserabblee
5. mIseRaBLe
6. miserble
7. miserabl
8. mi$$$erable
9. miserrrable
10. mi5erable
masturbation
1. mästurbation
2. MasturbaTion
3. mastrbation
4. maaasturbation
5. MasTurBation
6. ma-sturbation
7. masturbàtion
8. MasturBBation
9. mastur-r-bation
10. mastrrurbation
executed
1. exєcuted
2. EXECUTED
3. excuted
4. execcuted
5. execuuuted
6. eeexecuted
7. exxxecuted
8. eҳecuҫted
9. exécuted
10. εχεcutεδ
murderer
1. murderёr
2. MUrdereR
3. mrdrr
4. murdeeer
5. mvrderer
6. moorderer
7. murtderer
8. murderer-
9. µύяÐёяёя
10. murrderer
exterminate
1. Exꓽermiꟼaʇe
2. ExTERMInate
3. X'terminate
4. Exterminaaaaaaate
5. Eχτεямιηαтє
6. eXteRmiNAtE
7. exterminat
8. Exterminat3
9. Ξxτεrmιήατе
10. eX☹terMiNaTe
slap
1. slạp
2. sLAP
3. sla
4. slaap
5. slaaap
6. sllap
7. slappp
8. s-lap
9. 5lap
10. $lap
greasy
1. Grėαsy
2. GREASY
3. greasy
4. G R E A S Y
5. grasy
6. greeasy
7. grèasy
8. greeazy
9. greasyy
10. greaasy.
dull
1. duIl
2. dUll
3. dUlll
4. dulll
5. d_ull
6. d(u)ll
7. đull
8. d'ull
9. dìll
10. dûll
terrorist
1. tеrrorist (using a Cyrillic 'e' instead of 'r')
2. tERRORIST (using all capital letters)
3. terr0rist (replacing 'e' with '0')
4. t'errorist (adding an apostrophe)
5. terroorist (repeating 'o')
6. TeRRoRisT (mixing uppercase and lowercase)
7. ter2orist (replacing 'r' with '2')
"8. tE$rr0rist (mixing uppercase, lowercase, and symbols)"
9. t_e_r_r_o_r_i_s_t (adding underscores)
10. teeeerrorist (repeating 'e')
feminism
1. feminişm
2. FEMINISM
3. femnism
4. feeminism
5. femmminism
6. femiiiinism
7. Feminsm
8. feminsmism
9. f>>minism
10. feminineism
torture
1. t0rture
2. tørture
3. TOrture
4. tOrTurE
5. t o r t u r e
6. t⃞o⃞r⃞t⃞u⃞r⃞e⃞
7. t⃞o⃞o⃞o⃞o⃞r⃞t⃞t⃞t⃞t⃞u⃞u⃞u⃞r⃞e⃞e⃞e⃞e⃞
8. t-+-o-r-t-u-r-e
9. tORrTuRe
10. t%o^r@tu#r$e*
beat
1. Béât
2. bAt
3. BeAt
4. bEaT
5. beeeat
6. BéÁť
7. bèat
8. beat!!
9. B3at
10. BEAT
chump
1. chυmp
2. ChUMP
3. chp
4. chumpp
5. c h u m p
6. c𝐡𝐮m𝓅
7. CHuMP
8. chm
9. cHUmP
10. c۝h۝u۝m۝p۝
bill
1. b1ll
2. bi11
3. B!ll
4. bIiL
5. bIil
6. BIIl
7. b-il
8. biL
9. Blll
10. BILL
narcissistic
1. nαrcissistic
2. NarciSSIStic
3. nrcissistic
4. narcissstiic
5. naaarcissistic
6. nRcIssistic
7. naarrcisstic
8. narissstic
9. narcccissistic
10. narccissjtic
run
1. rυn
2. RUn
3. rn
4. rrun
5. Rn
6. RUnn
7. rnu
8. ruun
9. RUnn
10. ruN
rid
1. r*d
2. riD
3. rID
4. RId
5. ridd
6. rridd
7. riidd
8. rrriiid
9. riiiiid
10. ríd
bum
1. Bµm
2. bUm
3. BuM
4. Bumm
5. bbuumm
6. bumm
7. b^um
8. b#um
9. b.um
10. b~um
ignoramus
1. iĝnoramŭś
2. IgNorAmUs
3. ignorams
4. i_ gno ram us
5. iiggnnoorraammuuss
6. īgnorâmûš
7. IigNoramUs
8. ig_nr'_âmu's
9. **ignoramus**
10. I'gñòra$mùş
ignorance
1. 1gnorance
2. igNOrance
3. iignorance
4. ignoranccce
5. IGNorance
6. iGnoRaNce
7. ignoorance
8. ignoraance
9. ignorrance
10. iggnorance
cancer
1. Cānceŗ
2. CanCEr
3. Cnacer
4. Cancerrrr
5. cance
6. çañcer
7. Cَancer
8. can-cer
9. c_ancer
10. CaNcER
dog
1. d0g
2. dOg
3. doG
4. dg
5. dgg
6. doog
7. doooog
8. d-o-g
9. dög
10. đog
rump
1. ®ump
2. RUmp
3. RumpP
4. rrump
5. Rrump
6. Rµmp
7. RumpRump
8. RUMP
9. rump-
10. r_ump
hag
1. hậg
2. hąg
3. hǎg
4. HAG
5. HaG
6. hgg
7. haag
8. haggg
9. haaag
10. h-a-g
idiocy
1. iᑕioᖴy
2. IDiocy
3. iDIoCY
4. idiooy
5. iiiiiddddyyyyocc
6. id:c:::y
7. idio..cy
8. îdïöcy
9. idïöćÿ
10. idiôćy
ludicrous
1. lυdrіcоυs
2. LUdCRoiuS
3. ludicroussss
4. Luudicrous
5. lud!crou$
6. lUdCr0uc0us
7. luuuuuudicrous
8. LudDcrouS
9. lUdrIcOUS
10. l-udicrou-s
goofy
1. goófy
2. GooFY
3. gof
4. goooofy
5. goOFFy
6. goFy 
7. goofyyyy
8. gOffy
9. gOofy
10. G0oFy
man
1. mαn
2. mAn
3. mn
4. mman
5. maan
6. mannn
7. mannnn
8. mnan
9. mamn
10. mxn.
baloney
1. βαιοηεγ
2. BaLoNEy
3. balny
4. bbalonney
5. bàlöneý
6. bâłønęy
7. bàllonèy
8. ballonii
9. ba1on3y
10. baLøn3y.
nutter
1. nüttër
2. Nutter
3. NUtter
4. nutterr
5. nutteer
6. nuttter
7. nuttterrr
8. n u t t e r
9. nṻtter
10. nυtter
guy
1. gyu
2. gUy
3. gui
4. guyy
5. gUyy
6. gyy
7. gguy
8. gguuy
9. g.u.y
10. gùy
insanity
1. 𝒊nsanitɣ
2. INsaNiTY
3. insnty
4. inssannyty
5. íñśāńītÿ
6. iinsanity
7. in𝖘anity
8. inSanityyy
9. insanit
10. insàñītŷ
fire
1. F!r3
2. fIre
3. fìre
4. fIreE
5. fiiire
6. f i r e
7. ƒᴉʀɛ
8. f12re
9. Fïrë
10. ƒɪɾə
mean
1. mєαи
2. MEAN
3. mnn
4. meeean
5. m>e<a|n
6. meeeean
7. M-e-a-n
8. meaann
9. Mean!
10. MEaN
chop
1. ch0p
2. cHOp
3. cchop
4. choopp
5. chopp
6. c-hop
7. c-ohp
8. ch-p
9. cğop
10. chóp
removed
1. rεmoved
2. rEmOvEd
3. rmoed
4. rreeemoved
5. removd
6. remoooved
7. REMOVED
8. r-emoved
9. removved
10. reemoved
strike
1. str1ke
2. $trik3
3. s t r i k e
4. StrikE
5. str-i-ke
6. sttrrike
7. suhtrike
8. sTRIKKKE
9. strrikeee
10. strieek
dogs
1. d0gs
2. dOgs
3. DGS
4. dogss
5. ddogs
6. dgoos
7. d-ogs
8. d_o_g_s
9. dögş
10. Døg$
bugger
1. bυgger
2. bugGER
3. Bgr
4. buggeerrr
5. buggξr
6. b_u_g_g_e_r
7. buggerr
8. BuGgEr
9. bu-g-ger
10. bu!gger
brains
1. braiиs
2. braINs
3. brainS
4. Brrraaainns
5. bRAins
6. brraiins
7. bra!ns
8. braiins
9. bRains
10. bRaaiinsss
arrogant
1. ǎṛŕǒǵáńţ
2. ArRogaNt
3. arrogan
4. aarrogannt
5. aRrOgAnT
6. arg
7. arroGGant
8. arrognt
9. aRRogánť
10. arogant
genitalia
1. gєnitalia
2. GENITALIA
3. genitlia
4. gennitalia
5. genitaliia
6. genitallia
7. genitaalia
8. geinitalia
9. gentialia
10. genita1ia
ugly
1. uɡly
2. uGlY
3. ugY
4. ugl
5. uggly
6. ulgy
7. ugllly
8. uugly
9. ugyl
10. ug__y
president
1. Prësidënt
2. PRESIDENT
3. pResiDeNt
4. prsident
5. preesiiddeenntt
6. prssident
7. PRESIDDENT
8. Prezęident
9. preesident
10. presidennnt
dope
1. d0pe
2. Dope
3. dpe
4. dooope
5. DOPe
6. d-o-p-e
7. dopppe
8. dpoe
9. D-op-e
10. doopppe
feminist
1. fємιηιѕт
2. FeMiNiSt
3. fmnst
4. femiiiiiiiiiinist
5. Фeminist
6. f~e-m-i-n-i-s-t
7. FEMINIST
8. f/en!@st
9. f𝕖𝕞𝕚𝕟𝕚𝕤𝕥
10. f-e-m-i-n-i-s-t
awful
1. αwfυℓ
2. AwFuL
3. aWful
4. wful
5. aful
6. awul
7. awfful
8. awwful
9. aaawful
10. awwfuuulll
sissy
1. Siѕѕу
2. SISsy
3. sIsSy
4. Sissy__
5. sissy!!!
6. sissyyy
7. Siysy
8. sіѕѕу
9. SisSy
10. SisZy
crush
1. Cᴙush
2. cRush
3. CUSH 
4. cruuush
5. Craush 
6. crrrruuussh 
7.  Crushh 
8. C-r-u-s-h 
9. Cr#[email protected] 
10. cru$#%&$^h
goon
1. go0n
2. goOn
3. gOoN
4. goonn
5. g~~oon~~
6. go--on
7. g*oon
8. goôñ
9. g0òn
10. goo-n
narcissist
1. nαrcíssíst
2. NarcIssiSt
3. narcist
4. narssist
5. nariisstt
6. narcccissist
7. narciisst
8. narsist
9. narcissiist
10. närci$$ist
burned
1. bυrned
2. BURNEd
3. burne
4. buuuuurned
5. brrrrned
6. b!rn*d
7. b&urned
8. bur-ned
9. bUrned
10. Ᏸurned
